Gene	b0359	s0018	s0107	s0183	b0318	b0383	b0499	s0026	s0060	s0104	s0200	b0370	s0025	s0109	s0190	b0326	b0404	b0502	s0035	s0067	s0138	s0201	b0251	b0387	s0042	s0116	s0204	b0334	b0512	s0037	s0071	s0141	s0205	b0305	b0394	s0080	s0136	s0210	b0339	b0427	b0515	s0040	s0077	s0154	b0327	b0421	s0087	s0146	s0229	b0340	b0428	b0521	s0046	s0084	s0162	b0336	b0551	s0100	s0175	b0165	b0341	b0433	b0566	s0047	s0086	s0168	b0338	s0004	s0101	s0176	b0241	b0374	b0434	s0006	s0050	s0088	s0170	b0344	s0013	s0106	s0181	b0243	b0382	b0494	s0019	s0059	s0103	s0177	b0626	s0001	s1511	b0671	b0627	s1551	b0504	b0672	s0055	s1616	b0679	s0350	b0252	b0542	b0694	b0519	b0565	b0772	b0554	b0664	b0244	b0574	b0556	b0667	s0132	b0354	b0629	s0033	b0668	s0195
YWHAZ	1.1893305	0.7946855	-0.9708925	1.1158305	0.4520325	-0.4492355	-1.0503235	-0.6858295	-2.6470845	-0.6697575	-1.5393945	1.5518965	-0.7788055	1.2448255	1.1483605	0.0225365	-0.2542545	-0.4277035	-0.5020625	-0.9148095	0.4045695	-1.0923255	-1.9089495	-0.1494455	-0.7479995	0.5003185	2.2382975	0.1166185	1.2585215	-0.3933395	-0.8336255	0.0962725	-1.1934465	1.8286685	-0.1511215	0.5992715	0.6728375	0.0737215	-0.8830515	2.9257575	-0.2837275	-1.3393545	-0.6625945	-0.9262935	0.2070175	0.3593495	0.7443565	-0.7926235	1.5482515	0.7136105	-0.7519965	0.2703845	-2.1411765	0.9470645	-1.3495795	1.6365865	0.5201845	-1.2570935	0.7463715	-1.3088965	-0.6767205	0.4963535	1.6888505	0.7706355	-0.3503885	-2.1611905	0.8762055	1.1504855	1.0048095	-2.4368805	-0.7907415	0.5914465	-0.0056975	-0.8961885	-0.2598085	0.9562485	-0.7481655	0.4121065	0.9919255	0.9980665	-0.8078145	-2.4241035	-0.7128945	0.3143425	-0.0092185	-2.0249485	-2.6393255	0.3998245	-0.4036915	1.6945855	-0.2093525	0.6137395	1.2167415	-2.0236005	0.6758185	1.6880055	1.8143395	-0.9842815	0.1764245	-0.3167455	-2.4440695	1.1918585	1.0583955	1.9577215	-0.3124455	-1.1999315	1.6186905	0.0375645	-1.0737645	-0.7418345	0.4378425	2.3542455	-0.2795495	0.0056975	0.9470225	-0.2334285	2.0248325	-0.1303365
GLUL	-0.4828505	-0.0682325	0.2089935	0.5000545	0.0378455	-0.9688085	-1.2737255	0.6172315	-1.6909345	-1.3126465	-1.6919075	2.1029765	-1.3497925	0.4726065	0.3520685	0.9370555	1.8370375	-1.1057815	1.0549655	-1.3230755	-0.8760035	-2.0172785	-2.6482025	-0.6714005	0.3103945	0.7170855	-0.0065955	1.8279795	0.7692105	-0.4019685	-0.4366375	-1.3450525	0.7504995	-0.8293385	-0.7453125	1.4856125	-0.7158425	0.3987815	0.2068525	1.4872405	-1.3953985	0.3180155	0.4129355	1.1563485	1.0614775	2.3650855	-0.0418845	1.1291625	-0.6854585	-0.6611835	0.3845685	2.0379845	-1.4909255	0.0065955	-0.2609085	0.9236235	-1.1530205	0.3486905	-0.0498285	-0.9663525	1.4219025	-1.1681795	2.9391775	0.8436985	1.4336685	0.5984305	-1.0606205	-0.2631155	-0.5259095	-0.2060895	0.1512955	2.6937555	-0.7865485	-1.5074735	0.7286165	0.6134375	0.4238865	-0.9334895	0.5596735	0.9546215	-0.8080185	-1.7057555	-1.5401905	-0.0721255	1.5231595	-1.7321205	-1.5152185	1.1218265	1.7620915	1.0668635	-0.8630535	2.3650125	0.6766485	-0.2028705	0.8144455	0.9270395	-0.0710165	-0.6483885	-0.4179115	0.5756485	-2.0189755	0.2704345	1.0512115	2.3233575	-0.2507995	-0.9976805	0.3403735	-0.8328915	-2.1971905	-1.8958315	-1.1044465	0.6118305	-0.3749725	-0.4106645	0.8621525	0.7776635	0.2824125	-0.2542615
XBP1	-2.5103975	0.7162355	0.1091065	-0.5131565	-0.4848975	0.1916475	-0.0396485	0.3899705	-1.3572505	-0.6666155	-0.0602765	0.3759655	-0.0859425	0.3302245	0.7374935	0.7360965	0.5791535	-0.1000555	-0.0226455	-1.0059105	-0.4634665	-2.3512985	-0.9173615	-2.6038025	-0.9523035	0.5568335	1.1015905	0.0466775	0.8702475	0.3513565	-0.4235065	0.4536655	0.4869755	-1.4163505	-0.5326575	0.6466145	-1.6748595	-3.2080725	1.0198755	-0.3995885	-1.2126245	0.9895275	-0.5592445	-0.3944115	-2.4063015	0.4610235	-2.2518365	1.1460915	-2.1478955	-0.1338135	0.2984775	0.8715185	-0.7457825	-0.5091795	1.3092835	0.3919375	-0.2479285	0.8896685	-0.4564805	-0.0672875	0.6543085	-1.2392095	1.1316545	1.0695145	0.6667875	0.6639005	-1.6088445	0.6540575	-1.9404575	-1.5199655	0.3217615	1.1027525	-0.2582835	-0.5646995	0.0842825	0.9222955	0.5194365	-2.7551625	-1.4824575	0.7490835	-0.1651895	-1.3594375	-2.5280905	-1.7359745	0.0209585	-0.9510915	0.3762475	0.3608425	-0.1144915	1.0221775	1.0785455	1.0124765	0.4613465	0.0886865	-0.3153635	0.4238685	-0.3628695	-2.7188475	0.4426645	0.3672085	-2.1891215	0.8782155	1.2228475	0.5849315	1.6788855	0.0739655	-1.2051245	0.5213915	-3.4217265	-2.4309195	-0.6153495	-0.8868075	-0.0209585	0.2756715	1.4057525	1.6505545	0.6688215	-3.5699735
KDELR2	0.082289	0.846965	-0.085921	0.283288	1.686242	-0.833113	0.01688	0.499813	-1.254101	-0.525261	-0.868719	0.131843	-0.646761	0.186996	0.246944	0.427795	-0.118223	-0.534634	-0.368719	0.231988	0.160718	-0.468132	-3.092382	0.996512	-0.745966	0.789577	0.418072	0.946854	1.066782	-0.415245	1.756825	-0.399671	0.143236	-0.418128	-0.01688	0.353824	0.921595	-0.379454	-0.191434	0.733336	-0.852546	-0.982174	-0.651517	0.282733	-0.249921	0.584924	-0.036137	0.198925	0.473027	0.097204	-0.273397	0.351418	0.103946	0.788571	-0.805183	0.349079	-0.230887	-0.429083	0.85413	-1.180737	-0.562723	0.624223	0.722528	-0.102211	-0.187716	-1.395822	-0.516005	0.167219	0.948493	-0.203731	-0.607118	0.788539	-0.893438	-1.28216	-0.448285	0.461097	-0.630281	-0.479427	-1.053607	0.137865	0.077715	-2.128266	-0.601284	-0.08622	-0.037362	-0.286528	-0.176956	-0.124135	0.615616	0.506997	0.925438	0.753339	0.674418	-1.033905	-0.251592	1.358001	0.996426	0.706216	-1.299673	-0.389493	-2.763009	0.443483	1.205017	0.40972	-0.416901	-0.105109	0.725668	-0.702909	-1.792391	-1.074568	0.664806	1.93011	0.025917	0.623266	0.085179	-0.030009	0.551109	0.255843
LITAF	0.1892485	0.9283575	0.2512975	-1.3873285	0.4012975	-0.4058535	-0.0537435	-0.0658125	-0.2535145	-0.4703745	-0.9785605	0.5549655	-0.2876065	-0.0526675	0.1095525	0.3000525	0.1462665	-0.9450535	0.8353085	-1.0778235	0.6423105	0.1272635	-1.3389685	-0.6699915	-0.4146195	-0.2533945	0.2461435	-0.5688345	0.7370615	-0.9354965	0.3418945	-3.7404815	-0.6589055	0.4386875	0.8589085	0.0494785	0.9161355	0.3628545	-0.1881795	0.0566245	-0.5222665	-0.4401405	0.2140995	0.0168905	0.9616555	0.7069135	-0.3821245	-0.1047425	-0.3416545	-0.4619065	-0.1130235	0.9371035	-0.7304955	0.0681135	0.1451915	0.1886505	0.7833035	-0.2241915	-2.0957065	-0.8535255	-0.0859785	0.9457595	0.4206025	0.0684225	-0.2565675	-0.0665235	0.6603775	0.1721345	1.0551365	-2.1386745	-0.2130015	1.1251735	0.6306715	-2.4853095	-0.6993515	-0.1110465	-0.8217345	-0.3988865	-0.0035985	0.3306665	0.6657045	-1.0314045	0.3079935	-0.1222595	-0.0902925	-1.0309165	-0.1050155	0.0035985	0.2923605	-0.7009135	0.6950995	0.6570645	0.3498685	-0.6979925	0.2950255	1.5016665	0.5102255	-1.7127285	-0.8912585	-0.6207185	-0.6745735	0.3656745	0.6884635	0.7618895	0.3499655	0.4024515	0.6474885	-0.1284795	-0.7536415	0.4273825	-2.2479885	1.8888455	-1.2332505	-0.4537515	0.1373165	1.0366655	0.2646175	-0.3650945
CAPRIN1	0.407184	0.519275	0.213258	-0.189119	-0.03816	-0.402916	0.063832	-0.114511	-1.314038	0.038411	-0.714943	1.081882	-1.69521	-0.182162	-0.448062	0.187584	0.125113	-0.496872	-0.107062	-0.956482	-0.217517	-1.266815	-1.984455	0.215915	-0.957175	0.115589	0.606966	0.645837	0.827454	0.005537	0.443733	0.593493	-0.537071	0.475032	-0.002139	0.453357	0.392509	-0.035398	0.002139	1.029573	-0.819514	0.020443	-0.009866	-0.007541	0.795808	0.615882	-1.677811	0.212065	0.864452	-0.013832	-0.384099	0.475032	-1.077067	0.211153	0.674739	-0.018682	-0.592468	-0.070479	-0.295825	-1.310426	-0.530555	-0.415334	0.750006	0.415987	0.395051	-1.223046	-0.057566	0.649121	0.002139	-1.743756	-0.501185	0.847262	-0.554913	-1.368192	-0.210267	0.010057	0.036392	-0.952269	1.097367	0.066155	-0.67413	-1.957859	-1.138804	-1.309443	-0.459516	-0.225511	-0.216465	-0.629443	-0.188821	0.853121	0.384719	0.873462	0.977965	-1.550199	0.002287	0.519088	0.420292	0.171045	0.003671	-0.651995	-2.131483	0.320037	0.570611	1.265785	0.698095	-0.60955	1.452657	-0.227706	-2.238399	-0.734594	-1.585284	2.624166	1.157726	0.138693	0.140102	0.985735	1.058216	-0.856095
PTP4A1	0.427322	-0.222995	0.24051	1.517646	2.163687	-1.237786	-0.994093	-0.400437	-1.948789	-1.004549	-0.490822	1.296757	-1.861841	-0.501779	-0.827075	0.087744	-0.739165	-0.613692	-0.805658	-0.501097	-0.366373	-0.782288	-1.877655	0.070067	-0.627849	0.410061	0.804234	0.696238	0.853125	-0.953166	0.361901	0.063329	-0.247083	0.60593	-0.408763	0.034221	0.741051	0.375372	0.956403	0.487095	-0.614623	-0.248592	-0.222726	-0.752414	0.09437	1.111624	-0.801968	0.16102	1.340504	0.200044	-0.575536	-0.155843	-1.1113	0.567347	-0.554795	1.046838	0.284362	0.224846	2.032448	-0.791418	0.713803	-0.0026	1.074924	-0.069851	-0.633566	-0.158144	0.026999	0.651409	0.372412	-0.369983	-0.395348	1.342287	-0.584684	-0.797386	1.431996	1.646192	0.463693	-0.46034	-0.49562	0.641779	0.0026	-0.910097	0.31088	-0.113597	0.244561	-1.161993	0.210023	-0.387276	0.387055	0.809828	0.341057	0.935847	-0.109071	-1.033245	0.551846	0.743789	0.963469	0.107205	-0.922155	-0.324246	-0.946871	-0.021606	-0.140331	1.268769	1.233637	0.364959	1.648809	-0.170795	-1.479568	-1.293412	-1.316413	1.651869	-0.510469	-0.256341	1.303946	0.693748	1.533664	-0.0638
PGK1	1.08333	0.059719	-0.928064	1.152586	0.9424	-0.519183	0.170566	0.372932	-0.834729	-1.271267	-0.856729	0.863205	-2.888361	1.111313	0.139654	0.364861	-0.634167	-0.282114	-0.071438	-1.370979	0.357697	-0.823037	-3.785192	-0.146411	-1.581607	0.965192	-0.186687	0.282615	1.807149	-0.266517	-0.47088	0.509062	-1.322591	0.272899	-0.25649	0.604996	1.296223	-0.803534	-0.338098	2.301122	-0.78206	-1.234004	0.010363	0.186586	0.676072	0.625705	-0.537768	-0.199691	0.266041	0.063915	-0.547297	0.231233	-0.935341	0.841018	-0.439878	1.097315	0.651547	-0.069091	1.173041	-1.103507	-1.177947	0.708537	2.102227	0.067637	-0.758917	-2.301181	-0.160288	0.9808	1.380366	-2.168183	-0.378906	1.597268	-0.40384	-2.949908	0.389812	0.090205	-0.160899	0.243473	0.657944	0.204698	-0.705059	-2.366911	-0.186168	-0.707063	-0.473515	-1.718287	-1.495863	-0.579704	0.291098	1.905298	0.945807	0.348282	1.220042	-2.938473	0.244244	1.634887	0.972441	-1.547209	-0.531479	-0.778217	-2.708843	0.674901	0.837924	1.382473	0.736424	-0.716398	1.612314	0.922716	-1.788258	-0.054966	-1.899596	2.532635	-1.444358	-0.557903	0.759161	0.136333	1.374906	-0.010363
HNRNPC	0.305168	0.296286	-0.334437	0.608779	0.096763	0.177711	-0.833855	-0.03356	-2.271635	-0.824727	-0.834731	1.5223	-1.525725	0.603473	0.010854	0.415793	0.019273	-0.284636	-0.301026	-1.770591	0.258043	-1.353809	-1.876699	-0.010854	-1.203517	0.313831	1.330652	0.264705	0.837521	-0.343868	-0.17443	1.05486	0.157652	0.627722	0.475817	0.534597	0.813433	0.366094	-0.599494	1.715107	-0.729681	-0.278476	-0.169873	0.051567	0.59594	0.767974	-1.346312	-0.036522	1.227085	-0.036462	-0.539494	0.748181	-1.319406	0.060636	0.421388	0.250429	-0.616782	0.066395	-0.158404	-1.16441	0.04659	-0.950428	0.593727	0.744939	0.19465	-1.274221	-0.549362	0.739202	-0.314179	-1.385804	0.057976	1.16317	-0.86161	-1.01859	0.637957	0.261727	-0.470502	-1.173264	0.321778	-0.199062	-0.279094	-1.920435	-0.903044	-0.139061	-0.676389	-1.191249	-2.306177	-0.373789	-0.242752	1.268808	0.350594	1.044293	0.714621	-0.469307	0.268492	0.081245	0.51843	-0.181888	-0.26107	-0.788773	-2.231205	-0.234399	1.063609	1.439185	0.253938	-0.649001	1.338315	0.649295	-1.156258	-0.920864	-0.516262	1.588798	0.08904	-0.227086	0.079439	0.80062	1.308545	-0.603243
CALU	1.4708475	0.1473465	0.2615805	1.9038385	1.7804105	-1.2401345	-0.4596995	0.6442435	-1.6808165	-0.7709665	-0.6448185	2.0708675	-1.5683985	0.1932115	-0.4916825	0.0140165	0.0602085	-0.5005135	-0.3737095	-0.9526595	0.9697315	0.0662375	-1.2657515	0.9435925	-1.5625385	0.4034875	-0.5312985	0.4906495	1.7641385	-0.1670225	0.5724865	-0.2408565	-0.6327435	1.5776875	-0.0708685	1.7644445	2.1967605	0.1785685	-0.3729525	1.5449165	-1.1527705	-0.9224995	-0.2698665	-0.5801025	0.5326875	0.8665125	0.5336425	0.7567055	0.8466785	-1.0825985	-0.2894395	1.5551945	-1.1655625	1.0239705	-0.4995235	0.5582215	-0.5638935	-0.2632935	0.7492105	-1.5872325	-0.4842785	0.8701065	2.5785375	0.5205405	-0.0140165	-1.8546195	0.6068245	0.6125855	1.1143865	-1.6343405	-0.3763585	2.0154285	-0.7476255	-1.6637565	-0.3804415	1.3512505	-0.5405235	0.5320375	0.1463285	1.1209135	0.3236065	-1.8361115	-0.0209725	-0.1185625	-0.9844285	-1.6664885	-2.0540575	-1.2484825	-0.2745315	1.1172005	1.2548425	1.4459905	2.3092985	-0.7686685	0.7102225	1.1562635	0.9647365	-0.5034595	-0.5181875	-1.2069625	-1.2299005	0.7399425	1.4741855	1.2159395	0.6660055	-0.2776205	2.1674165	-0.0763355	-1.2017135	-1.1638515	-1.1477765	1.9301095	-1.5733485	-0.5802015	0.4310505	-0.4579895	2.0615135	0.9400855
CTSD	0.4582015	-0.1051195	-0.1438525	0.6406855	0.6534365	0.5440095	1.8774415	0.1708495	0.5173815	-0.5242535	2.5286675	-0.4939775	-0.8950505	0.4623715	-0.0464875	-0.4861725	-0.4508335	-0.0099145	-0.9315905	0.4639775	-0.2300735	0.2887275	-0.7300215	-0.2290905	0.0271995	1.5801705	-0.0796395	0.3019915	1.1688155	-0.7884605	0.0271335	-0.5443765	0.0099145	0.8646545	-0.8528235	0.4396505	-0.2405405	-0.1186755	0.5659185	1.4548895	-0.4434355	-0.2411595	-0.5240965	1.3178975	-0.1346585	0.9197185	-0.4651635	0.9927025	0.7564685	1.3112385	-0.0429825	0.1263105	1.3047385	-0.1458015	-1.0352255	0.8739385	0.8216675	-0.2581915	0.2515715	-0.0923945	2.7668165	-0.5658875	0.2872385	1.6424175	-1.0430455	0.6308925	0.0564045	0.1083505	-0.5639305	-0.3063805	-0.3271885	0.6005655	-0.7524215	-0.8590205	1.5809495	0.6067665	-0.5533455	-0.7494255	-0.3540265	1.6626505	-0.6839785	-0.0123205	0.0966385	-0.2407075	-0.4234315	-0.4096715	0.8287975	1.2901445	1.5378165	0.1307075	-0.0257295	2.8127705	-0.1051305	-0.9670055	0.4049595	1.5156165	1.4520215	-1.0710385	0.0656475	-0.2940535	-1.3954215	0.8285395	0.1057325	-0.3844295	0.2834495	-0.8590095	-0.0552775	0.2489685	-0.2108395	0.2956315	-1.8705815	-0.0838595	-0.8140805	0.6363965	-0.0578175	1.4987915	-0.3841525	0.0338305
LAMC1	0.7558145	0.1693125	-0.6281835	0.9592895	0.2697915	-0.7830845	0.5255645	-0.6712085	-0.0828725	0.2768045	-0.3268795	0.2322855	-0.8518755	-1.2495745	-1.0536975	-0.7283565	0.4201045	-1.0549855	0.1836575	0.7234525	-0.2714475	0.4280025	0.0091555	0.0859285	-0.5644335	-0.2541045	-1.8309015	1.8571785	0.0858085	0.0762745	0.0112345	-0.5398065	0.1294515	0.1888605	-0.0273515	1.1759085	0.2973165	0.3725485	-0.9745655	-1.2050155	-0.8596155	-0.5288635	0.9196475	-0.1308505	0.1681235	-1.3806195	0.2272885	-0.5240195	0.4454055	-1.7313455	0.0233255	1.1172135	0.2563145	0.4248465	-0.6312895	0.5598665	-0.3320345	0.6252015	0.3203575	-0.9998115	1.4285505	1.1983535	0.1905525	-0.0468935	1.2753355	0.7032045	0.1131295	-0.7331325	-1.3589075	-0.4416985	-0.6872205	0.3727035	-0.1112255	-0.6909505	-0.7537405	0.0441715	-0.6137715	-0.5616455	1.7332695	-0.4052165	0.7668115	-0.4772385	0.7453155	2.0141465	0.0747295	-0.0199675	0.2881895	-1.0094145	0.4151365	-1.3210035	-0.0091555	2.5592555	0.0997835	-1.5670475	-0.4646465	-0.1418465	-1.2901245	-1.6409505	-0.4152145	0.4578055	-1.6266375	-0.0407145	0.3274915	-0.1335045	-0.3491445	0.1053065	0.4923175	-0.3522955	0.5451005	-1.1784985	-0.5100915	1.3966085	1.0849215	-0.5828455	-1.2154615	-0.5653615	0.6739295	1.5339705
ODC1	2.0259285	-0.3164685	-0.2630595	3.0015015	-0.2694295	1.2889125	-0.9581575	-1.0213705	-0.8761395	0.6496275	0.3751515	0.0922435	-0.8942125	0.4242045	0.5393175	-0.2135845	0.1676075	-1.3371245	-0.5107995	-1.0518025	2.2430175	0.9928165	-0.6961465	1.7197005	0.5605625	0.0505425	-0.6786595	-0.1354395	0.8922285	-1.2230945	0.8542775	-0.9796565	-0.4438035	1.4939765	0.9259615	-0.0728175	1.4295845	2.7016775	-0.5122755	0.5170545	0.1279095	-1.4194855	-0.4188445	-0.7375795	1.3169415	-1.2207155	0.0823205	-0.6947245	2.2826835	0.5718935	-1.1362215	-0.6139525	-1.1242585	1.4722945	-0.1058255	-0.5655935	-0.0551845	-0.5991845	0.5315235	-0.7362535	0.1249825	1.1427595	-0.1442895	1.0194825	0.8715655	-0.7363435	0.4773415	0.8987045	0.5422125	-0.4325705	0.5342885	-0.3904625	0.6561105	-0.3872345	-1.2921245	-0.6953645	-1.1289945	1.2927265	1.9350555	-1.0229115	-0.7871485	-0.2569535	1.0614095	2.2594375	-1.1749395	-0.2545305	0.1461485	-1.0618625	-0.1690465	-0.2587455	2.1547555	0.0106025	0.3032065	-2.1845845	0.6107705	0.2596795	1.9325155	0.2719705	-0.2402225	-0.7230495	-1.0228415	0.2667785	2.2497765	1.8215825	1.0379265	0.2615275	1.4313985	-0.4434325	-0.2315555	1.2326335	-2.2890825	-0.0106025	-1.8935535	-0.7297945	-1.1809655	0.8004185	0.2248265	0.8905815
SPARCL1	-0.6069185	0.0761245	0.8080385	-1.5374055	0.2056545	-0.8753515	-0.1638025	0.8839855	0.4726115	0.9387845	-0.2874095	0.6278935	-0.2049355	0.1332715	-0.3648895	0.3585755	0.4529395	-0.4068235	0.8905645	-0.0193855	0.1194245	-0.9662025	-2.1618485	-0.4481255	-0.7183935	0.1818435	-0.6422635	0.4887245	0.3343145	0.5822105	0.3644175	0.2941795	0.5980485	-0.1686995	0.9388955	0.6572735	-0.0815095	-2.6948955	-1.2589545	-0.5953525	0.0505945	0.4640385	0.8025365	-0.4549555	-0.9921755	-0.6945335	-2.1167885	0.7601345	0.0140005	-0.2830525	-0.0905275	1.0898095	0.1595655	-0.1873115	0.9923585	-1.0350035	-0.1773365	1.1012205	0.3800885	-0.8634515	-0.0140005	-1.0038985	-0.1653855	0.3121275	0.8474795	-0.7284715	0.9310395	0.7975085	-1.9589725	-0.7728165	-0.0947105	0.1436775	1.0638145	-1.2551675	-0.7752715	0.7799455	0.2703195	0.3800685	-2.6085775	1.2471995	-0.9256935	-0.7999425	-0.2559545	-0.8373485	0.2335805	-0.2508365	0.5460715	-0.4118105	0.8858035	-0.6371675	-0.0151825	-0.3691665	1.0895505	-0.7104435	-0.2966465	0.2989585	-0.1944395	-0.8215825	1.0508845	0.4989955	-1.1369915	0.8902835	0.2526855	0.9355905	0.5337435	1.5644125	1.4807425	0.9108855	-1.7440695	-0.0200665	-0.4788985	0.6894455	-1.4884305	1.1599465	-0.4603365	0.4904925	1.3341965	-0.4271155
MCL1	-0.0030235	0.5563985	1.1124325	0.7451765	0.8703485	-1.4209215	-0.2870465	0.2791725	-2.0910005	-1.3200025	-1.7743475	1.4390805	-1.1117585	-0.3938265	-0.0536625	-0.3483515	-0.2470145	0.1958665	-0.6427835	-0.8107415	0.7606825	-0.9823305	-1.6134205	0.3702055	-1.0031815	0.8980255	0.3022365	1.3059815	0.1280765	-0.6625155	1.1114915	-0.7901335	-0.2725265	1.1395675	0.7269395	1.2315685	1.1689285	-1.4840875	-1.6380715	0.9572275	-0.3029025	-0.0036005	-0.1182725	-0.8420775	1.3031555	1.6922135	-1.0705565	0.2702885	1.3456325	0.3239025	-0.9691075	0.8116285	-0.2775345	1.0087705	-0.5167635	1.4313565	0.4988935	-0.0187245	0.5855545	-0.5799835	0.3581945	-0.1052015	0.9267855	0.0683835	-0.0931365	-0.5752255	-0.3006225	1.3954835	0.2765485	-0.9856665	0.4774255	1.6152405	-0.3432135	-1.3753975	-1.3261315	-0.4682705	-0.8379885	1.0908985	0.5480885	-0.1126735	-0.9063105	-1.4045135	0.5139115	1.3323365	0.0030235	-1.1272565	-1.3281955	0.1916255	0.1118405	1.2710055	1.1430985	1.3741265	0.5213665	-1.8097025	2.0833555	-0.3198905	-0.6089195	-0.2245105	-0.4977895	-0.9022675	-1.2479235	0.0548615	1.2337045	1.2506385	-1.3415475	1.0010145	2.3205315	0.9262995	-1.0991075	-0.4654605	-0.8882375	1.9972175	0.1915825	-0.3982265	-0.9652805	0.3383765	1.2769635	0.2843335
HSPD1	0.637371	0.520804	-0.576511	-0.047707	0.101041	0.446222	-1.089028	-0.50391	-2.40956	-0.64975	-0.365431	1.090636	-1.815589	1.151028	0.992344	0.100482	-0.285505	0.043057	-0.440811	-1.544063	0.492758	-0.306547	-1.469089	0.587678	-0.887949	-0.008189	1.363494	0.545743	1.237337	-0.750225	-0.492829	0.332854	-0.705848	0.983955	0.653289	0.739758	0.837782	0.939636	-0.569291	2.156828	-0.086468	0.261965	-0.714421	-0.181543	0.811587	0.477653	-1.453085	-0.7774	1.052014	0.618948	-0.528981	-0.697308	-1.096421	0.465246	-0.278936	0.60415	0.633287	-0.749446	1.256947	-0.280064	-0.436169	-0.155348	0.237995	1.160422	-0.491353	-0.713209	-0.711599	1.070195	0.607067	-0.623475	-0.75978	0.544801	-0.974074	0.427485	0.479999	0.41678	-0.473429	0.040433	0.48326	0.1914	0.074043	-1.755717	-0.270982	0.557159	-0.078916	-1.395637	-2.290568	0.104141	-0.942488	1.431076	0.580679	0.538112	0.652184	-1.451909	0.70124	-0.003422	0.861538	-0.199546	-1.188807	-0.901271	-2.470715	-0.079427	0.692639	1.372072	0.670687	-1.628661	1.616613	0.251928	-0.768864	-0.779621	-1.819309	1.401413	-0.404031	-0.81839	-0.085542	0.097251	1.903584	0.003422
GSTP1	-0.888843	1.118167	-0.559928	2.80543	-0.310994	-0.190269	-0.060724	0.348553	-0.694499	-0.135669	1.473228	-0.5414	-0.790109	0.681429	-0.290166	-1.023953	-0.60241	-0.652021	-1.133434	-0.298656	1.089763	0.890954	-1.590428	0.987724	0.846658	-0.870705	-1.659374	-0.703503	3.892928	-0.308965	0.951279	-1.071293	-0.045633	1.500197	0.656821	0.665884	0.962781	2.104151	-1.893855	-0.654882	0.557858	-1.37667	-0.343548	0.765106	1.683655	2.40567	1.060124	0.744438	1.472596	-1.179716	-0.110179	0.072316	0.471113	0.577779	-0.526459	-0.811065	0.731088	1.166768	1.906258	0.40294	-1.569991	1.172645	-0.485856	-1.386464	-0.956675	-0.24551	0.6523	1.141917	0.577692	1.066357	-0.655687	0.936564	0.011461	-1.613721	-1.226512	-1.310727	-1.578233	1.101449	1.705593	-0.209177	-1.316098	-0.42622	1.613995	1.572214	-1.167217	0.269448	-0.573323	-1.133056	0.108151	-0.219196	1.182944	-0.907643	0.377674	0.878346	1.064219	-0.441789	0.509561	-0.577969	0.007467	-1.149158	0.974084	-0.37625	1.240041	0.31501	-1.144368	0.605557	1.203796	-0.712793	1.18947	1.09126	-1.474027	1.352301	-1.970306	1.586324	-1.576419	-0.007467	-0.45596	1.490575
SCD	0.03379	0.770381	-1.437938	-0.36859	1.048328	0.744777	-0.966745	-0.240779	-0.270226	-0.413674	-1.646191	-0.620026	0.725543	0.439025	1.273134	-0.03379	-0.326167	2.214402	0.942316	0.501365	-2.522079	-1.125384	-0.379404	-1.169744	0.516103	1.733453	2.122515	0.449964	0.858608	0.94326	-1.583229	1.700295	1.045453	-1.018835	-0.88781	0.171471	0.036405	-0.054659	-1.062548	0.474779	0.412988	-2.199744	0.78494	0.63355	-0.784847	-1.202512	0.773168	-1.266466	-1.260328	0.42379	-0.097683	-1.633967	0.591666	-0.856441	-0.508904	1.265386	0.720372	-0.346962	1.391719	0.880702	0.879266	0.568279	0.644303	0.699447	-0.617689	0.421617	-0.173429	0.161817	1.789894	0.175643	-0.037298	1.073371	0.696675	2.177682	1.743644	0.494533	1.115823	-1.309411	-1.794632	1.387141	-0.709613	-0.697537	-1.146842	-1.955957	2.383322	-0.567945	-0.813229	-0.136482	1.010089	-0.067423	-0.209126	0.208829	-1.436317	-1.365714	-1.462872	1.57496	-0.915009	1.148917	-0.57119	0.69514	-2.139058	0.1334	-0.038453	0.70416	0.692704	-0.217448	-0.23525	-1.191173	-0.586706	-1.606121	1.401491	-0.876015	-1.972065	-0.321463	1.744642	0.336342	0.321831	-0.348088
